REGISTRE;F1;P1;P1A;P1B;P2;P2A;P2B;P3;P4_1;P4_2;P4_3;P4_4;P4_5;P4_6;P4_7;P4_8;P4_9;P4_10;P4_11;P4_12;P4_95;P4_98;P4_99;P5A;P5B;P5C;P5D;P5E;P5F;P5G;P5H;P5I;P5J;P5K;P5L;P5M;P5N;P5O;P5P;P5Q;P5R;P6;P7;P8;ID0;ID1;ID2;ID3;ID4_1;ID4_2;ID5;ID5_1;ID6;ID7;USU;RFD_GB;POND
133;1;1;1; ;1;2;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;1;1;2;1;2;2;1;2;1;2;1;2;2;2;2;8;8;2;21;1;1; ;5;3;3;127,8;1,03
134;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;2;2;1;2;1;2;1;2;2;1;2;8;8;1;22;1;1; ;5;4;3;127,8;1,03
135;1;1;1; ;2; ; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;2;2;1;2;2;2;2;2;1;2;2;8;8;2;36;3;2; ;1;5;4;127,8;1,03
136;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;8;2;17;1;1; ;5;2;3;127,8;1,03
137;1;1;2; ;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;8;8;1;34;2;3;156;1;2;4;127,8;1,03
138;1;1;2; ;1;1; ;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;3;2;2;8;8;2;28;2;1; ;1;3;3;127,8;1,03
139;1;2; ;11;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;3;2;2;8;8;2;42;3;1; ;1;4;3;127,8;1,03
140;1;1;1; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;3; ;2;8;8;2;52;4;1; ;1;4;4;127,8;1,03
141;1;1;95; ;1;1; ;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;98;2;1;1;1;2;1;2;2;1;2;8;8;1;45;4;1; ;2;4;2;127,8;1,03
142;1;2; ;4;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;3; ;2;8;8;2;60;5;1; ;1;5;4;127,8;1,03
145;1;1;1; ;1;1; ;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;1;1;1;2;1;2;1;98;1;2;1;1;2;8;8;1;21;1;3;422;1;5;1;127,8;1,03
146;1;1;1; ;2; ; ;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;1; ;2;8;8;2;41;3;3;484;4;5;4;127,8;1,03
147;1;1;98; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;2;1;2;1;2;2;2;2;1;1;2;2;2;2;2;8;8;2;24;1;3;591;5;5;2;127,8;1,03
149;1;1;2; ;1;1; ;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;1;1;1;2;1;1;2;2;2;2;2;1;2;2; ;2;8;8;2;45;4;1; ;1;5;2;127,8;1,03
150;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;1;2;1;3;2;2;2;8;8;1;29;2;1; ;5;3;1;127,8;1,03
151;1;1;2; ;1;1; ;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;2;2;1;2;2;2;2;1;2;2;2;2;1;2;8;8;2;43;3;1; ;1;5;2;127,8;1,03
152;1;1;1; ;2; ; ;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;1;2;1;2;2;1;2;2;2;1;2;2;2;1;3; ;2;8;8;2;69;6;1; ;4;3;4;127,8;1,03
153;1;1;2; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;3;2; ;2;8;8;2;66;6;3;484;3;5;3;127,8;1,03
154;1;1;1; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;2;2;2;1;2;2;2;1;1;2;2;3;3;3;2;8;8;1;61;5;1; ;1;5;2;127,8;1,03
155;1;1;1; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;1;2;1;2;1;2;2;2;2;2;2;2;3;2; ;2;8;8;2;47;4;1; ;1;5;3;127,8;1,03
157;1;2; ;4;2; ; ;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;5;5;1;74;6;1; ;3;3;4;104,5;,78
158;1;2; ;5;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;5;5;1;22;1;3;50;1;3;4;104,5;,78
159;1;1;1; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;5;5;2;29;2;2; ;1;3;2;104,5;,78
160;1;1;1; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;3;2;2;5;5;2;47;4;1; ;1;4;3;104,5;,78
161;1;1;1; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;2;1;2;2;1;2;2;2;2;1;2;2;2;3; ;2;5;5;2;67;6;1; ;3;5;4;104,5;,78
162;1;1;2; ;1;1; ;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;99;1;2;2;2;1;1;2;2;2;1;2;1;2;2;2;5;5;2;70;6;1; ;3;3;2;104,5;,78
163;1;1;2; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;1;3;2;2;5;5;2;16;1;1; ;5;1;3;104,5;,78
164;1;1;1; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;1;3;2;2;5;5;2;41;3;1; ;1;3;4;104,5;,78
165;1;1;3; ;1;1; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;1;1;2;1;2;1;2;2;2;1;2;2;2;1;3;1;2;5;5;1;62;5;1; ;1;2;4;104,5;,78
166;1;1;1; ;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;5;5;2;16;1;3;604;5;1;4;104,5;,78
167;1;1;1; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;1;1;2;1;1;2;2;2;2;2;1;1;3;3;2;5;5;2;50;4;1; ;4;3;3;104,5;,78
170;1;1;2; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;5;5;1;16;1;1; ;5;2;3;104,5;,78
171;1;2; ;5;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;3;3;2;2;5;5;2;32;2;3;804;1;5;4;104,5;,78
172;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;3;3;2;2;5;5;1;18;1;3;156;5;3;3;104,5;,78
173;1;1;1; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;2;2;1;2;1;2;2;2;3;2;2;5;5;1;21;1;1; ;2;4;4;104,5;,78
174;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;1;1;2;1;2;2;2;1;1;2;2;2;3;2;2;5;5;2;31;2;1; ;1;5;2;104,5;,78
175;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;2;3;2;2;5;5;2;23;1;1; ;1;5;2;104,5;,78
176;1;1;1; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;2;2;1;2;1;2;2;2;3;2;2;5;5;1;46;4;3;586;1;3;2;104,5;,78
177;1;1;1; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;2;1;2;2;2;2;1;2;1;7;33;25;1;21;1;3;214;5;3;2;83,9;1,47
180;1;1;2; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4; ; ;7;33;25;2;70;6;1; ;3;3;5;83,9;1,47
182;1;1;2; ;1;1; ;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;2;2;2;1;2;2;2;2;3;2;2;7;33;25;2;51;4;1; ;1;5;2;83,9;1,47
183;1;1;1; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;1;1;2;1;2;2;2;2;1;2;2;2;2;2;7;33;25;2;35;3;1; ;1;3;3;83,9;1,47
187;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;3;2;7;35;25;2;36;3;1; ;1;4;4;83,9;1,47
188;1;1;2; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;2;1;1;1;1;2;1;2;2;2;2;2;2;3;1;7;35;25;1;21;1;1; ;1;4;3;83,9;1,47
189;1;1;2; ;1;1; ;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;2;1;2;1;2;2;2;2;1;2;2;2;3;2;7;35;25;1;45;4;3;566;1;5;1;83,9;1,47
191;1;2; ;7;2; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;35;25;1;68;6;1; ;3;5;6;83,9;1,47
195;1;1;1; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;2;1;1;1;1;1;1;1;2;2;1;1;1;2;2;2; ;2;9;9;2;36;3;1; ;1;5;2;109,1;1,41
196;1;1;98; ;1;1; ;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;74;6;1; ;3;3;3;109,1;1,41
197;1;1;2; ;1;1; ;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;2;1;2;2;1;2;2;1;3;1;2;9;9;2;59;5;1; ;4;3;2;109,1;1,41
198;1;1;2; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;3;3; ;2;9;9;2;55;5;3;392;4;5;3;109,1;1,41
199;1;1;2; ;1;1; ;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;1;2;9;9;1;19;1;1; ;5;3;1;109,1;1,41
200;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;9;9;2;41;3;1; ;1;5;3;109,1;1,41
201;1;1;1; ;1;1; ;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;2;3;1;2;9;9;2;19;1;1; ;5;3;1;109,1;1,41
202;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;2;1;1;1;2;2;2;2;2;1;2;1;2;2;2;3;3;2;9;9;1;19;1;1; ;5;3;3;109,1;1,41
203;1;1;1; ;1;1; ;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;2;2;9;9;2;43;3;1; ;1;5;1;109,1;1,41
204;1;1;2; ;1;1; ;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;2;1;2;1;2;2;2;2;2;3;2;9;9;2;49;4;1; ;1;3;1;109,1;1,41
205;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;2;9;9;2;61;5;1; ;4;2;5;109,1;1,41
206;1;1;1; ;2; ; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;3; ;2;9;9;2;51;4;1; ;2;4;4;109,1;1,41
207;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;2;1;2;1;2;2;1;2;1;2;1;2;2;2;2;9;9;2;19;1;1; ;5;3;3;109,1;1,41
208;1;1;2; ;1;1; ;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;9;9;1;33;2;1; ;1;4;1;109,1;1,41
209;1;2; ;1;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;3;2;2;9;9;2;57;5;1; ;1;3;3;109,1;1,41
210;1;1;2; ;1;1; ;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;2;2;1;1;2;2;1;2;3;2;2;9;9;2;25;2;1; ;1;5;1;109,1;1,41
211;1;1;1; ;1;1; ;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;2;9;9;2;63;5;1; ;1;5;5;109,1;1,41
212;1;1;1; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;1;1;2;1;2;1;1;2;2;2;3;2;2;9;9;2;45;4;2; ;1;5;2;109,1;1,41
213;1;2; ;6;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;2;2;1;2;1;1;1;2;2;1;2;1;2;2;9;9;2;19;1;1; ;5;3;2;109,1;1,41
214;1;1;2; ;1;1; ;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;1;3;1;2;9;9;1;60;5;1; ;1;5;2;109,1;1,41
215;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;2;1;2;2;1;2;1;1;2;2;2;3;2;2;2;9;9;1;28;2;1; ;2;5;3;109,1;1,41
216;1;2; ;2;2; ; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2;1;2;1;1;1;1;2;2;2;2;2;2;1;2;2;2;3; ;2;9;9;1;37;3;1; ;3;4;4;109,1;1,41
217;1;1;2; ;1;1; ;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;1;2;3;2;2;9;9;2;60;5;1; ;1;5;2;109,1;1,41
218;1;1;2; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;2;1;2;2;1;2;1;2;1;2;2;2;2;3; ;2;9;9;2;65;6;1; ;4;2;3;109,1;1,41
219;1;1;2; ;1;1; ;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;1;1;1;2;1;2;1;1;2;1;2;3;1;2;9;9;2;45;4;1; ;1;4;1;109,1;1,41
220;1;1;1; ;2; ; ;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;1;1;2;2;1;2;2;1;1;2;2;2;3;3; ;2;9;9;1;50;4;1; ;2;5;3;109,1;1,41
221;1;1;1; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;2;2;2;2;1;2;2;2;3;1;2;9;9;2;33;2;1; ;4;4;3;109,1;1,41
222;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;2;1;2;1;2;2;2;2;2;2;2;2;3;2;2;9;9;2;45;4;1; ;4;5;3;109,1;1,41
223;1;1;2; ;1;1; ;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;3;1;2;9;9;1;65;6;1; ;3;1;3;109,1;1,41
224;1;1;1; ;1;1; ;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;2;2;1;1;2;2;1;2;2;2;3;3;3;2;9;9;1;54;4;1; ;1;5;2;109,1;1,41
225;1;1;1; ;1;1; ;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;2;2;1;2;1;2;3;2;2;2;9;9;2;64;5;1; ;3;2;2;109,1;1,41
226;1;1;2; ;1;1; ;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;1;1;1;2;1;1;2;2;1;1;2;1;2;1;2;2;9;9;2;42;3;1; ;1;3;1;109,1;1,41
227;1;1;2; ;1;1; ;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;1;1;2;2;1;2;2;9;9;1;18;1;1; ;5;3;1;109,1;1,41
228;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;2;2;2;1;2;2;2;2;1;2;2;2;2;3;2;9;9;1;62;5;1; ;1;5;2;109,1;1,41
229;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;2;1;1;2;2;2;2;1;2;2;2;1;2;3;2;2;9;9;2;17;1;1; ;5;2;2;109,1;1,41
230;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;1;1;1;2;1;2;1;2;1;1;2;2;2;1;1;2;9;9;1;66;6;3;250;3;5;2;109,1;1,41
231;1;1;2; ;1;1; ;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;1;2;1;1;2;2;2;1;2;2;2;3;2;2;9;9;1;61;5;1; ;1;4;2;109,1;1,41
232;1;1;1; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;2;9;9;1;46;4;2; ;1;3;5;109,1;1,41
233;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;1;2;1;2;2;1;1;2;1;1;1;3;2;2;9;9;2;45;4;2; ;2;5;2;109,1;1,41
234;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;9;9;1;39;3;1; ;1;5;3;109,1;1,41
236;1;2; ;2;2; ; ;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;10;69;38;2;52;4;1; ;3;2;5;116,4;1,11
237;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;10;68;38;1;62;5;1; ;1;3;5;116,4;1,11
238;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;1;1;1;2;2;1;1;2;2;2;3;2;10;69;38;2;38;3;1; ;1;4;2;116,4;1,11
239;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;2;2;1;1;2;2;1;1;2;2;2;1;1;10;69;38;2;49;4;1; ;1;5;2;116,4;1,11
240;1;1;2; ;1;1; ;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;10;69;38;2;68;6;1; ;3;5;2;116,4;1,11
241;1;1;1; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;10;69;38;2;57;5;3;170;4;5;4;116,4;1,11
242;1;1;2; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;3;1;10;69;38;1;61;5;1; ;3;2;3;116,4;1,11
243;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;2;2;1;2;2;2;1;1;2;1;2;2;3;10;68;38;1;65;6;1; ;3;5;3;116,4;1,11
245;1;2; ;11;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;1;2;2;1;3;2;10;69;38;1;33;2;1; ;2;2;3;116,4;1,11
246;1;1;1; ;2; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;10;69;38;1;18;1;1; ;5;2;4;116,4;1,11
247;1;2; ;5;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;69;38;2;70;6;1; ;3;2;6;116,4;1,11
248;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;69;38;1;72;6;1; ;3;2;6;116,4;1,11
249;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;69;38;2;71;6;1; ;3;2;6;116,4;1,11
250;1;1;1; ;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;69;38;2;47;4;1; ;1;2;6;116,4;1,11
251;1;1;1; ;2; ; ;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;2;2;1;2;2;1;2;2;1;2;2;2;2;1;2;2;2;2;1;1;2;10;69;38;2;42;3;1; ;2;4;3;116,4;1,11
252;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;69;38;1;60;5;1; ;3;2;6;116,4;1,11
253;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;69;38;2;65;6;1; ;3;2;6;116,4;1,11
254;1;1;1; ;2; ; ;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;1;2;2;1;2;2;2;1;1;2;2;2;2;1;10;65;36;2;33;2;3;152;1;4;2;80,9;1,61
255;1;1;2; ;1;1; ;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;1;1;2;2;1;1;2;2;1;1;2;1;2;2; ;10;65;36;2;52;4;1; ;1;5;2;80,9;1,61
256;1;2; ;9;2; ; ;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;10;65;36;2;61;5;3;32;1;3;4;80,9;1,61
257;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;2;2;2;1;2;1;2;2;1;10;68;38;1;55;5;1; ;3;5;2;116,4;1,11
258;1;1;2; ;1;1; ;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;1;1;1;2;1;2;2;2;2;1;2;2;3;3; ;10;64;36;2;47;4;3;643;1;5;2;80,9;1,61
259;1;1;1; ;1;1; ;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;1;10;64;36;2;29;2;1; ;1;4;2;80,9;1,61
260;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;2;2;1;2;2;1;2;1;2;2;1;3;2;10;65;36;2;27;2;1; ;1;2;4;80,9;1,61
261;1;1;1; ;1;1; ;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;2;2;2;3;2;10;65;36;2;49;4;1; ;1;2;1;80,9;1,61
262;1;1;2; ;1;1; ;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;1;2;1;1;3;2;10;65;36;1;22;1;1; ;5;3;1;80,9;1,61
263;1;1;2; ;1;1; ;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;3;2;10;65;36;2;19;1;1; ;5;3;2;80,9;1,61
264;1;1;1; ;2; ; ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;1;2;1;2;2;2;2;2;1;2;2;2;3;1; ;10;65;36;2;43;3;1; ;1;3;4;80,9;1,61
