REGISTRE;F1;P1;P1A;P1B;P2;P2A;P2B;P3;P4_1;P4_2;P4_3;P4_4;P4_5;P4_6;P4_7;P4_8;P4_9;P4_10;P4_11;P4_12;P4_95;P4_98;P4_99;P5A;P5B;P5C;P5D;P5E;P5F;P5G;P5H;P5I;P5J;P5K;P5L;P5M;P5N;P5O;P5P;P5Q;P5R;P6;P7;P8;ID0;ID1;ID2;ID3;ID4_1;ID4_2;ID5;ID5_1;ID6;ID7;USU;RFD_GB;POND
2614;1;2; ;6;1;2;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;72;40;1;61;5;1; ;3;2;6;62,1;1,28
2615;1;1;2; ;1;1; ;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;3;1;10;72;40;1;30;2;1; ;1;3;3;62,1;1,28
2616;1;1;2; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;1;2;2;1;2;2;2;1;1;2;2;2;3;1;10;72;40;1;30;2;2; ;1;2;3;62,1;1,28
2617;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;60;34;1;69;6;1; ;3;2;6;76,6;1,37
2618;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;2;1;1;1;2;2;1;2;2;2;2;1;2;1;2;3;1;9;60;34;1;42;3;1; ;1;4;3;76,6;1,37
2619;1;1;1; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;2;1;1;1;2;2;2;1;1;2;1;2;3;2;9;60;34;2;60;5;1; ;3;5;2;76,6;1,37
2620;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;2;1;1;2;2;1;1;1;2;1;1;3;1;9;60;34;2;46;4;1; ;4;4;3;76,6;1,37
2621;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;60;34;1;71;6;1; ;3;2;6;76,6;1,37
2622;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;2;2;1;2;1;2;2;2;3;2;9;60;34;1;21;1;1; ;1;4;4;76,6;1,37
2623;1;1;1; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;1;2;2;1;1;2;2;2;2;1;9;60;34;2;46;4;1; ;1;5;2;76,6;1,37
2624;1;1;2; ;1;1; ;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;3;1;9;60;34;2;20;1;1; ;5;3;2;76,6;1,37
2625;1;1;2; ;1;1; ;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;2;1;2;1;2;2;2;1;2;2;1;2;2;2;9;60;34;2;44;3;1; ;1;5;2;76,6;1,37
2626;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;3;3;2;9;60;34;2;54;4;3;218;1;3;4;76,6;1,37
2627;1;1;2; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;3;3;2;9;60;34;2;38;3;1; ;4;2;3;76,6;1,37
2628;1;1;2; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;3; ;9;60;34;2;45;4;1; ;4;5;3;76,6;1,37
2629;1;1;2; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;2;1;1;1;2;2;1;2;1;2;9;60;34;2;46;4;1; ;1;5;3;76,6;1,37
2630;1;1;98; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;2;1;1;2;2;1;2;1;2;1;1;3;2;9;60;34;2;45;4;1; ;4;2;4;76,6;1,37
2631;1;1;2; ;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;60;34;2;65;6;1; ;3;2;6;76,6;1,37
2632;1;1;1; ;1;1; ;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;2;2;1;2;2;2;1;2;2;2;2;3;2;9;60;34;1;46;4;1; ;1;3;2;76,6;1,37
2633;1;1;2; ;1;1; ;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;2;1;1;1;2;2;2;1;2;2;2;1;3;2;9;60;34;2;33;2;1; ;1;5;2;76,6;1,37
2634;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;60;34;1;66;6;1; ;3;2;6;76,6;1,37
2635;1;2; ;5;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;60;34;2;56;5;1; ;3;2;6;76,6;1,37
2636;1;2; ;5;2; ; ;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3; ;9;60;34;1;51;4;1; ;1;2;5;76,6;1,37
2637;1;1;98; ;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;60;34;1;69;6;1; ;3;1;6;76,6;1,37
2638;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;3;1;2;9;60;34;1;57;5;3;8;3;3;3;76,6;1,37
2639;1;2; ;6;2; ; ;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4; ; ;9;60;34;1;56;5;1; ;1;4;5;76,6;1,37
2640;1;2; ;4;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;2;2;1;1;1;2;2;2;2;2;2;1;1;2;2;1;3;2;9;60;34;1;37;3;1; ;1;4;4;76,6;1,37
2641;1;1;1; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;3;1;2;9;60;34;1;29;2;1; ;1;2;3;76,6;1,37
2642;1;1;2; ;1;1; ;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;1;2;1;2;7;33;25;1;36;3;3;484;1;5;3;83,9;1,47
2643;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;1;2;1;3;2;2;7;33;25;1;31;2;1; ;1;2;3;83,9;1,47
2644;1;1;1; ;2; ; ;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;2;1;2;2;3;7;33;25;1;41;3;1; ;1;5;3;83,9;1,47
2645;1;1;1; ;1;1; ;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;1;2;1;1;2;1;1;1;2;1;2;2;2;7;33;25;2;34;2;1; ;1;5;2;83,9;1,47
2646;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;7;33;25;1;55;5;1; ;1;5;3;83,9;1,47
2648;1;1;1; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;1;1;1;2;2;1;1;1;2;2;2;2;1;7;33;25;1;32;2;1; ;1;5;2;83,9;1,47
2649;1;1;2; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;1;1;2;1;1;2;2;2;2;2;1;99;3;1;7;33;25;2;40;3;1; ;1;4;3;83,9;1,47
2650;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;2;1;1;1;2;2;2;2;2;2;2;2;3;2;7;33;25;2;39;3;1; ;1;5;3;83,9;1,47
2651;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;33;25;2;72;6;1; ;3;3;6;83,9;1,47
2652;1;1;1; ;1;1; ;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;1;1;1;2;1;2;2;2;2;3;7;33;25;2;36;3;1; ;1;5;1;83,9;1,47
2653;1;1;2; ;1;1; ;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;2;2;1;2;2;2;2;1;2;2;2;3;2;7;33;25;1;50;4;1; ;1;5;2;83,9;1,47
2654;1;1;1; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;2;2;2;2;1;2;7;33;25;1;32;2;1; ;1;5;3;83,9;1,47
2655;1;2; ;2;1;1; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;33;25;2;72;6;1; ;3;2;6;83,9;1,47
2656;1;1;1; ;1;1; ;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;2;2;2;1;2;2;2;3;1;2;7;33;25;2;41;3;1; ;1;5;2;83,9;1,47
2657;1;1;2; ;1;1; ;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;1;1;2;2;1;1;1;2;2;2;1;2;7;33;25;2;35;3;1; ;1;5;2;83,9;1,47
2659;1;1;1; ;1;1; ;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;2;1;1;1;2;2;2;2;2;7;33;25;2;41;3;1; ;1;5;2;83,9;1,47
2660;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;2;1;2;2;2;2;1;3;2;7;33;25;2;29;2;3;218;1;4;4;83,9;1,47
2661;1;1;2; ;1;1; ;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;1;2;2;1;1;2;2;1;1;1;2;1;1;3; ;7;33;25;1;45;4;1; ;1;4;4;83,9;1,47
2662;1;1;1; ;1;1; ;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;2;7;33;25;2;37;3;1; ;1;5;2;83,9;1,47
2663;1;1;1; ;1;1; ;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;2;1;2;2;1;2;2;3;1;2;7;33;25;2;50;4;1; ;1;5;1;83,9;1,47
2664;1;1;1; ;1;1; ;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;2;2;1;2;2;2;1;1;2;2;2;3;2;7;35;25;2;55;5;1; ;4;3;3;83,9;1,47
2665;1;2; ;4;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;35;25;1;63;5;1; ;2;3;4;83,9;1,47
2666;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;1;1;1;2;2;2;1;1;1;1;1;2;2;7;35;25;1;33;2;3;600;2;3;3;83,9;1,47
2667;1;1;1; ;1;1; ;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;2;2;2;1;2;1;3;1;2;7;35;25;1;35;3;1; ;1;5;1;83,9;1,47
2669;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;7;35;25;2;46;4;3;504;1;3;3;83,9;1,47
2670;1;1;98; ;1;1; ;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4; ; ;3;18;14;1;50;4;1; ;3;4;5;83,5;1,6
2671;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;2;2;2;2;2;2;2;1;2;2;3;1;3;3;18;14;1;50;4;1; ;1;4;3;83,5;1,6
2672;1;1;2; ;2; ; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;1;1;1;2;1;2;2;2;1;1;2;1;2;1; ;3;18;14;1;55;5;1; ;1;5;4;83,5;1,6
2673;1;1;1; ;2; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;18;14;2;71;6;1; ;3;3;6;83,5;1,6
2674;1;1;2; ;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;18;14;1;72;6;1; ;3;2;6;83,5;1,6
2675;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;3; ;3;18;14;1;56;5;1; ;1;4;4;83,5;1,6
2676;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;18;14;2;74;6;1; ;3;3;6;83,5;1,6
2678;1;2; ;5;1;2;2;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;3;18;14;1;31;2;3;50;1;2;3;83,5;1,6
2679;1;2; ;4;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;3;3;3;18;14;1;41;3;2; ;1;2;4;83,5;1,6
2681;1;1;2; ;1;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;3;18;14;2;29;2;3;604;4;2;3;83,5;1,6
2682;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;2;2;1;1;1;1;2;1;2;3;18;14;1;34;2;1; ;1;5;2;83,5;1,6
2684;1;1;2; ;2; ; ;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;3; ;6;28;22;1;74;6;1; ;3;3;4;99,6;,87
2685;1;2; ;6;2; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;28;22;1;63;5;1; ;3;2;6;99,6;,87
2686;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;2;2;1;2;1;2;2;2;3;3;6;28;22;2;44;3;1; ;2;5;3;99,6;,87
2688;1;1;1; ;1;1; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;1;1;2;2;1;2;2;2;2;2;2;2;3;3; ;6;28;22;2;61;5;1; ;3;5;4;99,6;,87
2689;1;1;2; ;1;1; ;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;1;2;2;1;2;1;2;1;2;6;28;22;2;35;3;1; ;1;5;2;99,6;,87
2690;1;1;2; ;1;2;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;3; ;6;28;22;1;64;5;1; ;3;4;4;99,6;,87
2691;1;1;2; ;1;1; ;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;1;2;6;28;22;2;46;4;1; ;1;5;1;99,6;,87
2692;1;1;2; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;6;28;22;2;67;6;1; ;3;5;5;99,6;,87
2694;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;1;1;1;2;1;2;2;2;2;1;2;2;2;1; ;6;28;22;1;41;3;1; ;1;5;2;99,6;,87
2695;1;1;1; ;2; ; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;2;2;1;2;1;2;2;2;2;1;2;1;1;3;2;6;28;22;2;58;5;1; ;3;4;4;99,6;,87
2696;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;3;1;6;28;22;2;54;4;1; ;4;3;3;99,6;,87
2698;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;2;3;2;6;28;22;1;29;2;1; ;1;5;2;99,6;,87
2699;1;1;1; ;1;1; ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;1;2;1;2;1;2;2;2;1;1;1;1;2;1;2;6;28;22;1;50;4;3;392;1;5;4;99,6;,87
2701;1;1;2; ;2; ; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;2;2;2;2;2;2;1;1;2;1;1;2;2;6;28;22;2;67;6;1; ;3;5;4;99,6;,87
2703;1;1;2; ;2; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4; ; ;6;28;22;1;50;4;1; ;1;3;5;99,6;,87
2704;1;1;2; ;1;1; ;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;1;2;2;1;6;28;22;1;46;4;1; ;1;5;2;99,6;,87
2706;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;1;1;2;2;1;1;2;1;1;1;2;2;1;3;2;6;28;22;2;50;4;3;170;2;3;3;99,6;,87
2707;1;1;98; ;2; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;28;22;2;63;5;1; ;3;2;6;99,6;,87
2709;1;1;1; ;2; ; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;2;2;2;1;2;2;2;1;2;2;1;2;3;2;6;28;22;2;70;6;1; ;3;2;4;99,6;,87
2710;1;2; ;4;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;1;2;1;2;1;2;2;1;2;1;1;1;1;3;2;6;28;22;1;30;2;3;586;1;3;2;99,6;,87
2711;1;1;2; ;1;1; ;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;1;1;2;1;2;2;2;1;1;2;2;2;2;2;6;28;22;2;29;2;1; ;1;4;2;99,6;,87
2714;1;1;2; ;1;1; ;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;2;2;2;2;2;2;1;1;3;3;6;28;22;2;66;6;1; ;3;5;2;99,6;,87
2715;1;1;2; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;2;1;2;1;2;2;2;1;2;2;1;2;3;3;6;28;22;1;48;4;1; ;1;5;3;99,6;,87
2716;1;2; ;98;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;28;22;2;49;4;3;642;4;1;6;99,6;,87
2719;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;2;1;2;1;2;2;1;2;1;1;2;2;3;1;6;30;22;2;25;2;1; ;1;5;3;99,6;,87
2720;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;1;6;28;22;1;42;3;1; ;1;4;3;99,6;,87
2721;1;1;2; ;2; ; ;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;2;1;1;2;1;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;6;30;22;1;65;6;1; ;3;5;3;99,6;,87
2723;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;2;1;2;1;2;2;2;2;1;2;1;3;3;3;6;30;22;2;54;4;1; ;1;5;3;99,6;,87
2724;1;1;2; ;1;1; ;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;1;2;2;2;1;2;2;2;1;2;6;30;22;1;36;3;1; ;1;5;1;99,6;,87
2725;1;1;2; ;2; ; ;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;2;2;2;2;99;2;2;2;98;2;2;2;99;99; ;6;30;22;2;63;5;1; ;1;3;4;99,6;,87
2726;1;1;1; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;1;3;1;8;46;29;1;27;2;3;218;1;3;4;58,4;1,57
2728;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;8;44;29;1;59;5;1; ;1;3;5;58,4;1,57
2729;1;1;2; ;1;1; ;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;2;1;1;1;2;2;2;2;2;2;2;2;3;2;8;46;29;2;57;5;1; ;1;5;2;58,4;1,57
2730;1;1;98; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;8;44;29;2;66;6;1; ;4;3;4;58,4;1,57
2731;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;44;29;1;69;6;1; ;3;2;6;58,4;1,57
2732;1;1;2; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;2;2;1;1;1;1;2;2;1;8;44;29;1;68;6;1; ;3;4;3;58,4;1,57
2733;1;1;1; ;1;1; ;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;1;2;1;2;2;2;2;1;1;1;2;3;1;8;44;29;1;50;4;1; ;1;3;1;58,4;1,57
2734;1;1;2; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;1;1;1;2;1;2;2;2;1;1;2;2;2;1; ;8;44;29;1;62;5;1; ;3;3;3;58,4;1,57
2735;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;2;2;1;2;2;2;1;2;2;1;1;3;2;8;44;29;1;54;4;1; ;1;4;3;58,4;1,57
2736;1;1;2; ;1;1; ;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;2;1;2;2;1;1;1;2;2;2;2;2;1;2;1;2;2;1;3;1;8;44;29;2;62;5;1; ;2;3;2;58,4;1,57
2738;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;1;2;2;2;2;2;8;44;29;2;26;2;1; ;1;5;3;58,4;1,57
2739;1;1;2; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;1;1;2;2;1;1;1;2;1;2;1;2;8;44;29;2;45;4;1; ;2;5;3;58,4;1,57
2741;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;46;29;1;68;6;1; ;3;2;6;58,4;1,57
2742;1;2; ;2;2; ; ;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;2;8;46;29;2;53;4;3;218;1;3;4;58,4;1,57
2743;1;2; ;2;2; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;46;29;2;50;4;3;218;3;3;6;58,4;1,57
2744;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;2;1;2;1;2;1;2;2;1;1;2;2;2;1;8;44;29;2;23;1;1; ;5;5;3;58,4;1,57
2745;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;1;1;1;2;2;2;1;1;2;2;3;3;2;3;18;14;1;30;2;1; ;1;5;2;83,5;1,6
2746;1;1;1; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;2;2;1;2;1;2;1;2;2;1;3;3;3;3;18;14;1;55;5;1; ;1;3;3;83,5;1,6
2747;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;18;14;2;74;6;1; ;3;2;6;83,5;1,6
